,Unnamed: 0,Authors,Title,Citation,DOI,Year,Month,0,1,2,3,FINDINGS,Reported,Correction Date,Retraction,Correction,No Action,"SUM 
Completed",affiliation,lab_size,Highest_degree,Degree_area,Publication Rate,Other Journals Published In,duration of Career(Years),DOI,Title,Creator/Author,Journal Name,Sponsoring Org.,NAME,ADDRESS,STATE,COUNTRY,COUNTY,SOURCE,WEBSITE,UNI_RANKS,UNI_NAMES,UNI_AREAS
158,158.0,"Chung-Hsi Hsing, Hsing-Hui Li, Yu-Hsiang Hsu, Chung-Liang Ho, Shih-Sung Chuang, Kuo-Mao Lan, Ming-Shi Chang",The distribution of interleukin-19 in healthy and neoplastic tissue,Cytokine 44 (2008) 221Ä228,10.1016/j.cyto.2008.06.007,2008.0,,,,1.0,,"Duplicated blot panel, stretched",1,,,,1.0,1.0,"Department of Medical Research, Chi-Mei Medical Center, Tainan, Taiwan.",15.0,PhD,,5.933333333,89.0,15.0,https://doi.org/10.1371/journal.pbio.3000783,"Two unequally redundant ""helper"" immune receptor families mediate Arabidopsis thaliana intracellular ""sensor"" immune receptor functions","Saile, Svenja C.; Jacob, Pierre; Castel, Baptiste; Jubic, Lance M.; Salas-Gonzáles, Isai; Bäcker, Marcel; Jones, Jonathan D.; Dangl, Jeffery L.; El Kasmi, Farid",PLOS Biology,National Science Foundation,UNLIMITED COSMETOLOGY SCHOOL,102 BROAD STREET,MS,USA,FORREST,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=491233,www.unlmtdcosmetologyschoolms.com/,160,University of Basel,Europe
159,159.0,"M. HyzdÅalovâ¡, J. Hofmanovâ¡, J. Pachernâk, A. Vaculovâ¡, A. KozubâkeSung",The interaction of butyrate with TNF-alpha during differentiation and apoptosis of colon epithelial cells: role of NF-kappaB activation,Cytokine 44 (2008) 33Ä43,10.1016/j.cyto.2008.06.003,2008.0,,,1.0,,,Duplicated blot panel,1,,,,1.0,1.0,"Department of Cytokinetics, Institute of Biophysics, Academy of Sciences of the Czech Republic, v.v.i., Královopolská 135, CZ-612 65 Brno, Czech Republic.",11.0,PhD,,33.33333333,300.0,9.0,https://doi.org/10.1371/journal.pcbi.1007884,A systems-biology approach to molecular machines: Exploration of alternative transporter mechanisms,"George, August; Bisignano, Paola; Rosenberg, John M.; Grabe, Michael; Zuckerman, Daniel M.",PLOS Computational Biology,National Science Foundation,UNIVERSITY OF WISCONSIN-PARKSIDE FLEX,900 WOOD RD,WI,USA,KENOSHA,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=491297,https://flex.wisconsin.edu,160,University of Technology Sydney,Oceania
160,160.0,"Taku Inokuchi, Tuneyoshi Ka, Asako Yamamoto, Yuji Moriwaki, Sumio Takahashi, Zenta Tsutsumi, Daisuke Tamada, Tetsuya Yamamoto",Effects of ethanol on monosodium urate crystal-induced inflammation,Cytokine 42 (2008) 198Ä204,10.1016/j.cyto.2008.01.001,2008.0,,,1.0,,,Duplicated blot,1,,,,1.0,1.0,"Division of Endocrinology and Metabolism, Department of Internal Medicine, Hyogo College of Medicine, Mukogawa-cho 1-1, Nishinomiya, Hyogo, 663-8501, Japan.",17.0,,,1.461538462,19.0,13.0,https://doi.org/10.1371/journal.pone.0234347,Measuring researchers’ potential scholarly impact with structural variations: Four types of researchers in information science (1979–2018),"Hou, Jianhua; Yang, Xiucai; Chen, Chaomei; Glanzel, Wolfgang",PLOS ONE,National Science Foundation,CHAMBERLAIN UNIVERSITY-LOUISIANA,400 LABARRE ROAD,LA,USA,JEFFERSON,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=492759,https://www.chamberlain.edu/,162,Indian Institute of Technology Bombay (IITB),Asia
161,161.0,"Zhao Huang, Qiong Wen, Shu-Feng Zhou, Xue-Qing Yu",Differential chemokine expression in tubular cells in response to urinary proteins from patients with nephrotic syndrome,Cytokine 42 (2008) 222Ä233,10.1016/j.cyto.2008.02.005,2008.0,,,1.0,,,Duplicated whole figure; very likely error,1,,,,1.0,1.0,"Department of Nephrology, The First Affiliated Hospital, Sun Yat-sen University, Guangzhou 510080, Guangdong, PR China.",9.0,,,31.25,125.0,4.0,https://doi.org/10.1371/journal.pone.0232450,Spiracular fluttering increases oxygen uptake,"Lawley, Sean D.; Reed, Michael C.; Nijhout, H. Frederik; Srygley, Robert B.",PLOS ONE,National Science Foundation,ADVANTAGE TECHNICAL COLLEGE,PONCE DE LEON AVENUE #818,PR,PRI,SAN JUAN,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=493071,www.adtecpr.com,163,National Tsing Hua University,Asia
162,162.0,"Aramati B.M. Reddy, Satish K. Srivastava, Kota V. Ramana",Anti-inflammatory effect of aldose reductase inhibition in murine polymicrobial sepsis,Cytokine 48 (2009) 170Ä176,10.1016/j.cyto.2009.07.004,2009.0,,,,,1,"Duplicated/mirrored bands, manipulated",1,,,,1.0,1.0,"Department of Biochemistry and Molecular Biology, University of Texas Medical Branch, Galveston, TX 77555, USA.",7.0,,,3.272727273,36.0,11.0,https://doi.org/10.1371/journal.pgen.1008623,Comparing DNA replication programs reveals large timing shifts at centromeres of endocycling cells in maize roots,"Wear, Emily E.; Song, Jawon; Zynda, Gregory J.; Mickelson-Young, Leigh; LeBlanc, Chantal; Lee, Tae-Jin; Deppong, David O.; Allen, George C.; Martienssen, Robert A.; Vaughn, Matthew W.; Hanley-Bowdoin, Linda; Thompson, William F.",PLOS Genetics,National Science Foundation,INSTITUTE OF CULINARY EDUCATION,521 EAST GREEN STREET,CA,USA,LOS ANGELES,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=493080,www.ice.edu/losangeles,163,University of Waterloo,North America
163,163.0,"Kumiko Goto, Yoshihiko Chiba, Miwa Misawa",IL-13 induces translocation of NF-kappaB in cultured human bronchial smooth muscle cells,Cytokine 46 (2009) 96Ä99,10.1016/j.cyto.2008.12.021,2009.0,,,,,1,Duplicated lane within blot,1,,,,1.0,1.0,"Department of Pharmacology, School of Pharmacy, Hoshi University, 2-4-41 Ebara, Shinagawa-ku, Tokyo 142-8501, Japan.",7.0,,,1.923076923,25.0,13.0,https://doi.org/10.1371/journal.pone.0236599,"Suspended multiwalled, acid-functionalized carbon nanotubes promote aggregation of the opportunistic pathogen Pseudomonas aeruginosa","Kovach, Kristin; Sabaraya, Indu Venu; Patel, Parth; Kirisits, Mary Jo; Saleh, Navid B.; Gordon, Vernita D.",PLOS ONE,National Science Foundation,CAPE CORAL TECHNICAL COLLEGE,360 SANTA BARBARA BLVD NORTH,FL,USA,LEE,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=431558,capecoraltech.edu,165,Université catholique de Louvain (UCL),Europe
164,164.0,"Surinder Safaya, Elizabeth S. Klings, Adam Odhiambo, Guihua Li, Harrison W. Farber, Martin H. Steinberg",Effect of sodium butyrate on lung vascular TNFSF15 (TL1A) expression: Differential expression patterns in pulmonary artery and microvascular endothelial cells,Cytokine 46 (2009) 72Ä78,10.1016/j.cyto.2008.12.013,2009.0,,,,1.0,,Mirrored blot,1,,,,1.0,1.0,"Center of Excellence in Sickle Cell Disease and Division of Hematology/Oncology, 88 East Newton St., Boston, MA 02118, USA. ssafaya@bu.edu",13.0,,,0.5,8.0,16.0,https://doi.org/10.1371/journal.pone.0258124,Giant sulfur bacteria (Beggiatoaceae) from sediments underlying the Benguela upwelling system host diverse microbiomes,"Flood, Beverly E.; Louw, Deon C.; Van der Plas, Anja K.; Bailey, Jake V.",PLOS ONE,National Science Foundation,DIVINE CROWN BARBER & BEAUTY ACADEMY,3849-C UNION DEPOSIT ROAD,PA,USA,DAUPHIN,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=483346,www.divinecrown.com,164,University of Liverpool,Europe
165,165.0,"Yanping Yang, Ying Xu, Wei Li, Guanjun Wang, Yanqiu Song, Guozi Yang, Xue Han, Zhonghua Du, Luguo Sun, Kewei Ma",STAT3 induces muscle stem cell differentiation by interaction with myoD,Cytokine 46 (2009) 137Ä141,10.1016/j.cyto.2008.12.015,2009.0,,,,1.0,,"Overlapping blots, two cases",1,,,,1.0,1.0,"Department of Hematology and Oncology, The First Hospital, Jilin University, 71 Xinmin Street, Changchun 130021, China.",21.0,,,13.4375,215.0,16.0,https://doi.org/10.1371/journal.pone.0250301,Analyzing the relationship between productivity and human communication in an organizational setting,"Dutta, Arindam; Steiner, Elena; Proulx, Jeffrey; Berisha, Visar; Bliss, Daniel W.; Poole, Scott; Corman, Steven",PLOS ONE,National Science Foundation,INSTITUTE OF LUTHERAN THEOLOGY,910 4TH STREET,SD,USA,BROOKINGS,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=493363,www.ilt.edu,166,Universitat de Barcelona,Europe
166,166.0,"Ari Kassardjian, Zeina Dakroub, Ola El Zein, Sawsan Ibrahim Kreydiyyeh",Signaling pathway underlying the up-regulatory effect of TNF-a on the Na+/K+ ATPase in HepG2 cells,Cytokine 49 (2010) 312Ä318,10.1016/j.cyto.2009.11.020,2010.0,,,,,1,"Duplicated yet altered blots, multiple cases",1,,,,1.0,1.0,"Department of Biology, American University of Beirut, Lebanon.",9.0,PhD in Molecular Biophysics,Molecular Biophysics,6.666666667,20.0,3.0,https://doi.org/10.1371/journal.pone.0239619,Experimental approach and initial forest response to a simulated ice storm experiment in a northern hardwood forest,"Rustad, Lindsey E.; Campbell, John L.; Driscoll, Charles T.; Fahey, Timothy J.; Groffman, Peter M.; Schaberg, Paul G.; Hawley, Gary J.; Halm, Ian; Bowles, Frank; Leuenberger, Wendy; Schwaner, Geoffrey; Winant, Gabriel; Leonardi, Brendan",PLOS ONE,National Science Foundation,NATIONAL AMERICAN UNIVERSITY-CAREER POINT COLLEGE TEACHOUT SITE,"4522 FREDERICKSBURG ROAD, SUITE A-I00",TX,USA,BEXAR,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=491118,www.national.edu/locations/campuses/,167,Scuola Superiore Sant'Anna Pisa di Studi Universitari e di Perfezionamento,Europe
167,167.0,"Hong Yu, Yuhao Sun, Courtney Haycraft, Viswanathan Palanisamy, Keith L. Kirkwood",MKP-1 regulates cytokine mRNA stability through selectively modulation subcellular translocation of AUF1,Cytokine 56 (2011) 245Ä255,10.1016/j.cyto.2011.06.006,2011.0,,,1.0,,,Duplicated negative blot,1,,,,1.0,1.0,"Department of Craniofacial Biology and the Center for Oral Health Research, Medical University of South Carolina, SC 29425, United States.",11.0,MD,,150.0,300.0,2.0,https://doi.org/1009073,Optimizing mitochondrial maintenance in extended neuronal projections,"Agrawal, A; Koslover, EF",PLoS computational biology,National Science Foundation,EMPIRE BEAUTY SCHOOL-TAMPA,"BRANDON CROSSINGS, 10083 EAST ADAMO DRIVE",FL,USA,HILLSBOROUGH,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=491136,www.empire.edu,168,Eberhard Karls Universität Tübingen,Europe
168,168.0,"Markus Neumeier, Sabrina Bauer, Hilke Bru_hl, Kristina Eisinger, Andrea Kopp, Sabine Abke, Roland Walter, Andreas SchÅ ffler, Christa Buechler n","Adiponectin stimulates release of CCL2, -3, -4 and -5 while the surface abundance of CCR2 and -5 is simultaneously reduced in primary human monocytes",Cytokine 56 (2011) 573Ä580,10.1016/j.cyto.2011.08.017,2011.0,,,,1.0,,"Two cases of duplicated blots, different exposure",1,6/1/2013,,1.0,,1.0,"Department of Internal Medicine I, Regensburg University Hospital, D-93042 Regensburg, Germany.",19.0,PhD,,6.444444444,58.0,9.0,https://doi.org/10.1371/journal.pone.0237933,"Defining the relationship between maternal care behavior and sensory development in Wistar rats: Auditory periphery development, eye opening and brain gene expression","Qiu, Jingyun; Singh, Preethi; Pan, Geng; de Paolis, Annalisa; Champagne, Frances A.; Liu, Jia; Cardoso, Luis; Rodríguez-Contreras, Adrián; Biagini, Giuseppe",PLOS ONE,National Science Foundation,EMPIRE BEAUTY SCHOOL-LAKELAND,"NORTHTOWNE SQUARE, 5101 US HIGHWAY 98 N",FL,USA,POLK,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=491145,www.empire.edu,169,"University of California, Irvine",North America
169,169.0,"Ping Chen, Liya Huang, Yunwei Sun, Yaozong Yuan",Upregulation of PIAS1 protects against sodium taurocholate-induced severe acute pancreatitis associated with acute lung injury,Cytokine 54 (2011) 305Ä314,10.1016/j.cyto.2011.02.016,2011.0,,,,1.0,,"Overlapping microscopy, duplicated blots, multiple cases",1,,,,1.0,1.0,"Department of Gastroenterology, Ruijin Hospital, Shanghai Jiaotong University School of Medicine, Shanghai 200025, China. chenping714@yahoo.com.cn",9.0,,,300.0,300.0,1.0,https://doi.org/10.1371/journal.pone.0255787,Role of metal complexation on the solubility and enzymatic hydrolysis of phytate,"Sun, Mingjing; He, Zhongqi (ORCID:0000000335075013); Jaisi, Deb P. (ORCID:0000000189343832)",PLOS ONE,National Science Foundation,ADVANCED COLLEGE-STOCKTON,8838 NORTH WEST LANE,CA,USA,SAN JOAQUIN,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=491163,www.advancedcollege.edu,170,Indian Institute of Science,Asia
170,170.0,"Ye Zeng, Hu-Rong Sun, Chang Yu, Yi Lai, Xiao-Jing Liu, Jiang Wu, Huai-Qing Chen, Xiao-Heng Liu",CXCR1 and CXCR2 are novel mechano-sensors mediating laminar shear stress-induced endothelial cell migration,Cytokine 53 (2011) 42Ä51,10.1016/j.cyto.2010.09.007,2011.0,,,,,1,"Duplication, stretching, what not, the lot",1,,,,1.0,1.0,"Institue of Biomedical Engineering, West China School of Preclinical and Forensic Medicine, Sichuan University, China.",17.0,MD,,36.0,144.0,4.0,https://doi.org/10.1371/journal.pone.0232946,RefShannon: A genome-guided transcriptome assembler using sparse flow decomposition,"Mao, Shunfu; Pachter, Lior; Tse, David; Kannan, Sreeram; Chen, Zhong-Hua",PLOS ONE,National Science Foundation,GALEN COLLEGE OF NURSING-ARH,100 AIRPORT GARDENS DRIVE,KY,USA,PERRY,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=491181,www.galencollege.edu/nursing-programs/hazard/,171,University of Bergen,Europe
171,171.0,"Yue Wang, Ye Qu, Xiu Long Niu, Wei Jia Sun, Xiao Lei Zhang, Ling Zhi Li",Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer cells,Cytokine 56 (2011) 365Ä375,10.1016/j.cyto.2011.06.005,2011.0,,,,,1,Duplicated bands in different order,1,,,,1.0,1.0,"Department of Immunology, Medical College of Chinese People's Armed Police Forces, Tianjin, People's Republic of China. wy68wy68@yahoo.com.cn",13.0,Doctor of Philosophy,Philosophy,50.0,300.0,6.0,https://doi.org/10.1371/journal.pone.0232361,Emoji can facilitate recognition of conveyed indirect meaning,"Holtgraves, Thomas; Robinson, Caleb; Kaschak, Michael P.",PLOS ONE,National Science Foundation,THE CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY AT SAN DIEGO,401 W. A STREET AT 1 COLUMBIA PLACE,CA,USA,SAN DIEGO,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=491190,https://www.thechicagoschool.edu/san-diego/,172,Indian Institute of Technology Delhi (IITD),Asia
172,172.0,"Hong-Xia Wang, Dong-Mei Zhang, Xiang-Jun Zeng, Jing Mu, Hui Yang, Ling-Qiao Lu, Li-Ke Zhang","Upregulation of cytochrome P450 2J3/11,12-epoxyeicosatrienoic acid inhibits apoptosis in neonatal rat cardiomyocytes by a caspase-dependent pathway",Cytokine 60 (2012) 360Ä368,10.1016/j.cyto.2012.04.029,2012.0,,,,,1,"Duplicated blot, lanes within blot",1,,,,1.0,1.0,"Department of Pathophysiology, Capital Medical University, Beijing 100069, China.",15.0,Ph.D.,,22.625,181.0,8.0,https://doi.org/10.1371/journal.pcbi.1009029,G2S3: A gene graph-based imputation method for single-cell RNA sequencing data,"Wu, Weimiao; Liu, Yunqing; Dai, Qile; Yan, Xiting; Wang, Zuoheng",PLOS Computational Biology,National Science Foundation,TONI & GUY HAIRDRESSING ACADEMY-RIO RANCHO,1001 GOLF COURSE ROAD #104 & #105,NM,USA,SANDOVAL,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=493372,riorancho.toniguy.edu,172,University of Aberdeen,Europe
173,173.0,"Muyao Li, Mickey E. Gunter, Naomi K. Fukagawa",Differential activation of the inflammasome in THP-1 cells exposed to chrysotile asbestos and Libby ÃÃsix-mixÅÅ amphiboles and subsequent activation of BEAS-2B cells,Cytokine 60 (2012) 718Ä730,10.1016/j.cyto.2012.08.025,2012.0,,,1.0,,,Duplicated actin blot,1,6/1/2017,,1.0,,1.0,"Department of Medicine, University of Vermont College of Medicine, Burlington, VT 05405, USA.",7.0,MD,,1.5,24.0,16.0,https://doi.org/10.1371/journal.pone.0258919,Diet of a threatened endemic fox reveals variation in sandy beach resource use on California Channel Islands,"Page, Henry M. (ORCID:0000000284205390); Schamel, Juliann; Emery, Kyle A. (ORCID:000000030536317X); Schooler, Nicholas K. (ORCID:0000000305028777); Dugan, Jenifer E.; Guglielmino, Angela; Schroeder, Donna M.; Palmstrom, Linnea; Hubbard, David M.; Miller, Robert J.",PLOS ONE,National Science Foundation,WRIGHT GRADUATE UNIVERSITY FOR THE REALIZATION OF HUMAN POTENTIAL,N7698 COUNTY HIGHWAY H,WI,USA,WALWORTH,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=486460,www.wrightgrad.edu,172,University of Twente,Europe
174,174.0,"Yong-Duk Park, Young-Suk Kim, Yu-Mi Jung, Sang-Im Lee, Young-Man Lee, Jae-Beum Bang, Eun-Cheol Kim",Porphyromonas gingivalis lipopolysaccharide regulates interleukin (IL)-17 and IL-23 expression via SIRT1 modulation in human periodontal ligament cells,Cytokine 60 (2012) 284Ä293,10.1016/j.cyto.2012.05.021,2012.0,,,,,1,"Multiple, multiple cases of duplicated lanes within blots/gels",1,,,,1.0,1.0,"Department of Preventive and Social Dentistry, School of Dentistry, Institute of Oral Biology, Kyung Hee University, Seoul, Republic of Korea.",15.0,PhD,,3.875,31.0,8.0,https://doi.org/10.1371/journal.pcbi.1007917,Compositional Lotka-Volterra describes microbial dynamics in the simplex,"Joseph, Tyler A.; Shenhav, Liat; Xavier, Joao B.; Halperin, Eran; Pe’er, Itsik",PLOS Computational Biology,National Science Foundation,PIMA MEDICAL INSTITUTE-EL PASO,6926 GATEWAY BOULEVARD E.,TX,USA,EL PASO,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=486813,www.pmi.edu,175,Scuola Normale Superiore di Pisa,Europe
175,175.0,"Christina Galloway, Munmun Chattopadhyay ",Increases in inflammatory mediators in DRG implicate in the pathogenesis of painful neuropathy in Type 2 diabetes,Cytokine 63 (2013) 1Ä5,10.1016/j.cyto.2013.04.009,2013.0,,,,1.0,,"Duplicated control panel, stretched",1,,,,1.0,1.0,"Department of Neurology, University of Michigan and VA Ann Arbor Healthcare System, Ann Arbor, MI USA.",5.0,Doctor of Philosophy,Philosophy,0.6,3.0,5.0,https://doi.org/10.1371/journal.pone.0233296,Identifying and predicting Parkinson’s disease subtypes through trajectory clustering via bipartite networks,"Krishnagopal, Sanjukta; Coelln, Rainer von; Shulman, Lisa M.; Girvan, Michelle; Ginsberg, Stephen D.",PLOS ONE,National Science Foundation,UNITECH TRAINING ACADEMY-BATON ROUGE,10551 COURSEY BLVD,LA,USA,EAST BATON ROUGE,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=491084,www.unitechtrainingacademy.com,175,University of Vienna,Europe
176,176.0,Kyoung Sik Park,"Aucubin, a naturally occurring iridoid glycoside inhibits TNF-_-induced inflammatory responses through suppression of NF-_B activation in 3T3-L1 adipocytes",Cytokine 62 (2013) 407Ä412,10.1016/j.cyto.2013.04.005,2013.0,,,,,1,Multiple cases of duplicated bands within same blot panel,1,,,,1.0,1.0,"Department of Genetic Engineering, College of Natural Science and Engineering, Cheongju University, Chungbuk 360-764, Republic of Korea. parkks@cju.ac.kr",3.0,Ph.D.,,-1.0,-1.0,-1.0,https://doi.org/10.1371/journal.pone.0236171,"Novel micropatterning technique reveals dependence of cell-substrate adhesion and migration of social amoebas on parental strain, development, and fluorescent markers","Karmakar, Richa; Schich, Christoph; Kamprad, Nadine; Scheller, Vanessa; Gutierrez, Edgar; Groisman, Alex; Rappel, Wouter-Jan; Tarantola, Marco",PLOS ONE,National Science Foundation,NATIONAL AMERICAN UNIVERSITY-GARDEN CITY,801 CAMPUS DRIVE,KS,USA,FINNEY,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=491093,www.national.edu/locations/campuses/garden-city/,175,University of Otago,Oceania
177,177.0,"Bin-Bin Ni, Bo Li, Yue-Hua Yang, Jiang-Wei Chen, Ke Chen, Sheng-Dan Jiang, Lei-Sheng Jiang ",The effect of transforming growth factor _1 on the crosstalk between autophagy and apoptosis in the annulus fibrosus cells under serum deprivation,Cytokine 70 (2014) 87Ä96,10.1016/j.cyto.2014.07.249,2014.0,,,,1.0,,"Duplicated FACS panel, gated differently",1,,,,1.0,1.0,"Department of Orthopedic Surgery, Xinhua Hospital, Shanghai Jiaotong University School of Medicine, Shanghai 200092, China.",15.0,PhD,,0.833333333,5.0,6.0,https://doi.org/10.1371/journal.pcbi.1009442,Multivariable association discovery in population-scale meta-omics studies,"Mallick, Himel; Rahnavard, Ali; McIver, Lauren J.; Ma, Siyuan; Zhang, Yancong; Nguyen, Long H.; Tickle, Timothy L.; Weingart, George; Ren, Boyu; Schwager, Emma H.; Chatterjee, Suvo; Thompson, Kelsey N.; Wilkinson, Jeremy E.; Subramanian, Ayshwarya; Lu, Yiren; Waldron, Levi; Paulson, Joseph N.; Franzosa, Eric A.; Bravo, Hector Corrada; Huttenhower, Curtis",PLOS Computational Biology,National Science Foundation,OIKOS UNIVERSITY,7850 EDGEWATER DRIVE,CA,USA,ALAMEDA,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=491491,www.oikos.edu,178,Instituto Tecnológico y de Estudios Superiores de Monterrey,Latin America
178,178.0,"Hui Li, Jinglan Wang, Gil Mor, Jeffrey Sklar",A Neoplastic Gene Fusion Mimics Trans-Splicing of RNAs in Normal Human Cells,"Science 321, 1357 (2008)",10.1126/science.1156725,2008.0,,,,1.0,,"Duplicated panel, different exposure?",1,10/2/2015,,1.0,,1.0,None,0.0,,,75.0,300.0,4.0,https://doi.org/10.1371/journal.pgen.1009787,A putative de novo evolved gene required for spermatid chromatin condensation in Drosophila melanogaster,"Rivard, Emily L.; Ludwig, Andrew G.; Patel, Prajal H.; Grandchamp, Anna; Arnold, Sarah E.; Berger, Alina; Scott, Emilie M.; Kelly, Brendan J.; Mascha, Grace C.; Bornberg-Bauer, Erich; Findlay, Geoffrey D.",PLOS Genetics,National Science Foundation,FOUR RIVERS CAREER CENTER,1978 IMAGE DRIVE,MO,USA,FRANKLIN,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=177436,www.frcc.washington.k12.mo.us/,179,Erasmus University Rotterdam,Europe
179,179.0,"Nitai C. Hait, Jeremy Allegood, Michael Maceyka, Graham M. Strub, Kuzhuvelil B. Harikumar, Sandeep K. Singh, Cheng Luo, Ronen Marmorstein, Tomasz Kordula, Sheldon Milstien, Sarah Spiegel",Regulation of Histone Acetylation in the Nucleus by Sphingosine-1-Phosphate,"Science 325, 1254 (2009)",10.1126/science.1176709,2009.0,,,1.0,,,Duplicated blot panel,1,,,,1.0,1.0,"Division of Breast Surgery and Department of Surgical Oncology, Roswell Park Comprehensive Cancer Center, Buffalo, NY, USA.",19.0,PhD,,3.133333333,47.0,15.0,https://doi.org/10.1371/journal.pone.0257001,Multi-feature data repository development and analytics for image cosegmentation in high-throughput plant phenotyping,"Quiñones, Rubi; Munoz-Arriola, Francisco; Choudhury, Sruti Das; Samal, Ashok",PLOS ONE,National Science Foundation,BERKOWITS SCHOOL OF ELECTROLYSIS,107-25 METROPOLITAN AVENUE,NY,USA,QUEENS,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=189255,estheticsschoolny.com/,180,Queen’s University Belfast,Europe
180,180.0,"Hulya Karatas, Sefik Evren Erdener, Yasemin Gursoy-Ozdemir, Sevda Lule, Emine Eren-Koc_ak, ZÅºmrÅºt Duygu Sen, Turgay Dalkaraen",Spreading Depression Triggers Headache by Activating Neuronal Panx1 Channels,"Science 339, 1092 (2013)",10.1126/science.1231897,2013.0,,,,,1,"Duplicated mirrored band, stamping in background",1,10/2/2015,,1.0,,1.0,"Institute of Neurological Sciences and Psychiatry, Hacettepe University, Ankara, Turkey.",15.0,,,5.25,42.0,8.0,https://doi.org/10.1371/journal.pgen.1008773,Scalable probabilistic PCA for large-scale genetic variation data,"Agrawal, Aman; Chiu, Alec M.; Le, Minh; Halperin, Eran; Sankararaman, Sriram; Gravel, Simon",PLOS Genetics,National Science Foundation,WILLIAMSON COLLEGE OF THE TRADES,106 SOUTH NEW MIDDLETOWN ROAD,PA,USA,DELAWARE,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=216940,https://www.williamson.edu/,180,Alma Mater Studiorum - University of Bologna,Europe
181,181.0,"Hideki Sakahira, Masato Enari, & Shigekazu Nagata",Cleavage of CAD inhibitor in CAD activation and DNA degradation during apoptosis,Nature. 1998 Jan 1;391(6662):96-9.,10.1038/34214,1998.0,,,,,1,Duplicated lanes within same gel panel,1,10/29/2015,,1.0,,1.0,"Department of Genetics, Osaka University Medical School, Suita, Japan.",7.0,PhD in Oncology,Oncology,0.588235294,10.0,17.0,https://doi.org/10.1371/journal.pone.0234748,Identification of functionally connected multi-omic biomarkers for Alzheimer’s disease using modularity-constrained Lasso,"Xie, Linhui; Varathan, Pradeep; Nho, Kwangsik; Saykin, Andrew J.; Salama, Paul; Yan, Jingwen",PLOS ONE,National Science Foundation,NO GREASE BARBER SCHOOL,3120 WILKINSON BLVD,NC,USA,MECKLENBURG,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=492421,www.nogreasebarberschool.com,180,University of Florida,North America
182,182.0,"Timothy A. Chan, Heiko Hermeking, Christoph Lengauer, Kenneth W. Kinzler, & Bert Vogelstein",14-3-3__ is required to prevent mitotic catastrophe after DNA damage,"Nature, Vol. 401, 7 October 1999, page 616",10.1038/44188,1999.0,,,,1.0,,"Rotated microscopy image, authors replied on PP",1,10/29/2015,,,1.0,1.0,"The Johns Hopkins Oncology Center, Program in Human Genetics, The Johns Hopkins University School of Medicine, Baltimore, Maryland 21231, USA.",11.0,,,34.85714286,244.0,7.0,https://doi.org/10.1371/journal.pcbi.1007862,Representation of foreseeable choice outcomes in orbitofrontal cortex triplet-wise interactions,"Balaguer-Ballester, Emili; Nogueira, Ramon; Abofalia, Juan M.; Moreno-Bote, Ruben; Sanchez-Vives, Maria V.; Gutkin, Boris S.",PLOS Computational Biology,National Science Foundation,PIMA MEDICAL INSTITUTE-SAN MARCOS,111 CAMPUS WAY,CA,USA,SAN DIEGO,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=492449,pmi.edu,183,Dartmouth College,North America
